観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,8日の最大値(mm),8日の最大値の品質情報,8日の最大値起時（時）(まで),8日の最大値起時（分）(まで),8日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,7日までの観測史上1位の値(mm),7日までの観測史上1位の値の品質情報,7日までの観測史上1位の値の年,7日までの観測史上1位の値の月,7日までの観測史上1位の値の日,7日までの1月の1位の値(mm),7日までの1月の1位の値の品質情報,7日までの1月の1位の値の年,7日までの1月の1位の値の月,7日までの1月の1位の値の日,統計開始年
68436,島根県,波佐（ハザ）,,2026,1,8,16,0,0.0,8,1.5,4,12.0,57.0,4.0,,,82.0,8,2017,7,5,12.0,8,2002,1,26,1977
68456,島根県,高津（タカツ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.0,8,2013,8,25,9.5,8,2017,1,30,2003
68462,島根県,益田（マスダ）,,2026,1,8,16,0,0.0,8,4.0,4,13.0,34.0,4.0,,,90.0,4,1983,7,23,16.0,8,1988,1,21,1978
68501,島根県,匹見（ヒキミ）,,2026,1,8,16,0,0.5,8,3.0,4,12.0,53.0,4.0,,,63.5,8,2010,7,12,12.0,4,1986,1,4,1977
68516,島根県,津和野（ツワノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.5,8,2013,7,28,13.0,8,1976,1,6,1976
68541,島根県,吉賀（ヨシカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,83.5,8,2010,7,7,9.0,8,2020,1,8,2006
69006,鳥取県,境（サカイ）,47742.0,2026,1,8,16,0,0.0,8,0.5,4,7.0,53.0,4.0,,,80.5,8,2021,7,12,21.0,8,1970,1,3,1931
69021,鳥取県,塩津（シオツ）,,2026,1,8,16,0,0.5,8,0.5,4,16.0,0.0,4.0,,,74.0,8,1991,7,31,12.0,8,2012,1,22,1977
69041,鳥取県,青谷（アオヤ）,,2026,1,8,16,0,0.0,8,1.0,4,9.0,20.0,4.0,,,72.0,8,2023,7,13,12.0,8,2023,1,27,1976
69052,鳥取県,湖山（コヤマ）,,2026,1,8,16,0,0.0,8,0.5,4,9.0,14.0,4.0,,,67.0,8,2013,8,1,16.0,8,2017,1,9,2003
69061,鳥取県,岩井（イワイ）,,2026,1,8,16,0,0.0,8,1.0,4,1.0,50.0,4.0,,,68.0,8,2017,9,17,13.5,8,2009,1,10,1976
69076,鳥取県,米子（ヨナゴ）,47744.0,2026,1,8,16,0,0.0,8,0.5,4,11.0,7.0,4.0,,,66.5,8,2013,7,15,14.5,8,2011,1,1,1939
69101,鳥取県,倉吉（クラヨシ）,,2026,1,8,16,0,0.0,8,2.0,4,6.0,13.0,4.0,,,78.0,8,1987,10,17,11.5,8,2011,1,1,1976
69111,鳥取県,鹿野（シカノ）,,2026,1,8,16,0,0.0,8,6.0,4,10.0,5.0,4.0,,,70.0,8,1997,9,23,16.0,8,2015,1,22,1982
69122,鳥取県,鳥取（トットリ）,47746.0,2026,1,8,16,0,0.5,8,1.5,4,9.0,7.0,4.0,,,68.0,8,1981,7,3,16.5,8,1970,1,4,1943
69152,鳥取県,大山（ダイセン）,,2026,1,8,16,0,0.5,8,4.0,4,10.0,14.0,4.0,,,90.0,8,2005,8,15,13.5,8,2024,1,4,1982
69161,鳥取県,関金（セキガネ）,,2026,1,8,16,0,0.5,8,3.0,4,5.0,11.0,4.0,,,56.5,8,2019,9,10,10.5,8,2015,1,22,1977
69181,鳥取県,佐治（サジ）,,2026,1,8,16,0,0.5,8,3.0,4,10.0,2.0,4.0,,,97.5,8,2023,8,15,14.0,8,2005,1,17,1982
69196,鳥取県,若桜（ワカサ）,,2026,1,8,16,0,0.5,8,3.5,4,5.0,30.0,4.0,,,69.0,8,1991,7,31,11.0,8,2024,1,21,1977
69222,鳥取県,江尾（エビ）,,2026,1,8,16,0,0.0,8,2.5,4,6.0,6.0,4.0,,,87.0,8,2013,7,15,9.5,8,2015,1,22,1982
69246,鳥取県,智頭（チズ）,,2026,1,8,16,0,0.5,8,1.5,4,10.0,17.0,4.0,,,53.0,8,2021,7,13,14.5,8,2015,1,15,1976
69271,鳥取県,茶屋（チャヤ）,,2026,1,8,16,0,0.0,8,1.5,4,6.0,6.0,4.0,,,54.0,8,2005,7,1,8.0,8,2015,1,22,1978
71066,徳島県,池田（イケダ）,,2026,1,8,16,0,0.0,8,1.0,4,5.0,15.0,4.0,,,64.0,8,1983,9,28,11.5,8,2016,1,29,1976
71087,徳島県,穴吹（アナブキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.0,8,2013,8,2,11.5,8,2015,1,15,2001
71106,徳島県,徳島（トクシマ）,47895.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,90.5,8,2009,8,10,33.5,8,1950,1,30,1901
71136,徳島県,半田（ハンダ）,,2026,1,8,16,0,0.0,8,1.5,4,4.0,50.0,4.0,,,63.5,8,2010,7,19,12.0,8,2020,1,8,1978
71192,徳島県,東祖谷（ヒガシイヤ）,,2026,1,8,16,0,0.0,8,0.5,4,12.0,56.0,4.0,,,25.5,8,2025,9,5,2.5,8,2026,1,3,2025
71211,徳島県,福原旭（フクハラアサヒ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,97.0,8,1979,9,30,28.0,8,1979,1,29,1976
71231,徳島県,蒲生田（カモダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,93.5,8,2010,9,27,44.0,8,1988,1,21,1978
71251,徳島県,木頭（キトウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,100.5,8,2009,8,10,21.0,8,1979,1,29,1979
71266,徳島県,日和佐（ヒワサ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,108.5,8,2010,7,13,33.0,8,1990,1,10,1976
71291,徳島県,海陽（カイヨウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,120.0,8,2021,9,8,38.0,8,2020,1,28,2009
72061,香川県,内海（ウチノミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,95.0,8,1976,9,11,11.0,8,2020,1,8,1976
72086,香川県,高松（タカマツ）,47891.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.5,8,1998,9,22,13.5,8,2015,1,15,1941
72111,香川県,多度津（タドツ）,47890.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,64.5,8,1978,9,5,11.0,8,2015,1,15,1893
72121,香川県,滝宮（タキノミヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,46.0,8,2024,9,10,11.0,8,2015,1,15,1976
72126,香川県,香南（コウナン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,72.0,8,2004,10,20,13.0,8,2016,1,29,2003
72146,香川県,引田（ヒケタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,103.5,8,2024,8,29,14.0,8,2006,1,14,1976
72161,香川県,財田（サイタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.5,8,2016,8,25,10.5,8,2016,1,29,1978
72176,徳島県,竜王山（リュウオウザン）,,2026,1,8,16,0,0.5,8,0.5,4,16.0,0.0,4.0,,,89.0,8,2004,7,9,11.5,8,2020,1,8,1976
73001,愛媛県,大三島（オオミシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,59.0,8,2014,8,22,14.5,8,2020,1,8,1976
73071,愛媛県,玉川（タマガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,66.5,8,2024,11,2,15.0,8,2020,1,8,1976
73076,愛媛県,今治（イマバリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,54.0,8,2024,11,2,15.0,8,2020,1,8,1976
73126,愛媛県,西条（サイジョウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.0,8,2008,8,29,12.0,8,1989,1,19,1976
73141,愛媛県,新居浜（ニイハマ）,,2026,1,8,16,0,0.0,8,1.0,4,5.0,46.0,4.0,,,86.5,8,2017,9,17,11.0,8,2020,1,27,2016
73151,愛媛県,四国中央（シコクチュウオウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,61.0,8,2013,9,4,11.5,8,2015,1,15,1978
73152,愛媛県,富郷（トミサト）,,2026,1,8,16,0,0.5,8,3.0,4,5.0,49.0,4.0,,,95.0,8,2013,9,4,15.0,8,2002,1,16,1978
73166,愛媛県,松山（マツヤマ）,47887.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2024,11,2,28.0,8,1989,1,19,1890
73168,愛媛県,松山南吉田（マツヤマミナミヨシダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.5,8,2024,11,2,11.0,8,2015,1,15,2003
73231,愛媛県,上林（カミハヤシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.0,8,2007,8,6,11.0,8,2023,1,14,1976
73247,愛媛県,成就社（ジョウジュシャ）,,2026,1,8,16,0,0.0,8,0.5,4,11.0,38.0,4.0,,,127.0,8,1999,9,15,15.5,8,2020,1,8,1980
73256,愛媛県,長浜（ナガハマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,67.0,8,2004,8,23,18.0,8,1988,1,21,1976
73271,愛媛県,中山（ナカヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,67.0,8,2005,7,3,15.0,8,1989,1,19,1976
73276,愛媛県,久万（クマ）,,2026,1,8,16,0,0.0,8,0.5,4,3.0,33.0,4.0,,,53.5,8,2017,9,17,11.5,8,2020,1,8,1976
73306,愛媛県,大洲（オオズ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,76.0,8,2004,8,1,14.0,8,1989,1,19,1976
73321,愛媛県,獅子越峠（シシゴエトウゲ）,,2026,1,8,16,0,0.0,8,0.5,4,9.0,38.0,4.0,,,101.0,8,2017,7,31,13.0,8,2008,1,11,1976
73341,愛媛県,瀬戸（セト）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,52.5,8,2012,8,11,17.5,8,2020,1,27,1997
73351,愛媛県,八幡浜（ヤワタハマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,57.5,8,2013,9,4,19.0,8,1988,1,21,1976
73406,愛媛県,宇和（ウワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.0,8,1987,7,18,19.0,8,1990,1,29,1976
73442,愛媛県,宇和島（ウワジマ）,47892.0,2026,1,8,16,0,0.0,8,0.5,4,6.0,49.0,4.0,,,76.5,8,2011,6,20,29.0,8,2020,1,27,1937
73446,愛媛県,近永（チカナガ）,,2026,1,8,16,0,0.0,8,0.5,4,6.0,40.0,4.0,,,104.0,8,2004,8,2,45.5,8,2020,1,27,1979
73516,愛媛県,御荘（ミショウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.5,8,2021,7,18,44.0,8,2020,1,27,1976
74056,高知県,本川（ホンガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,85.5,8,2013,9,4,16.5,8,2020,1,27,1979
74071,高知県,本山（モトヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,102.0,8,1983,9,28,22.0,8,2002,1,21,1976
74101,高知県,池川（イケガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,96.0,8,2013,9,4,47.5,8,2020,1,27,1977
74126,高知県,繁藤（シゲトウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,110.0,8,2004,8,1,27.5,8,2020,1,8,1976
74136,高知県,大栃（オオドチ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.5,8,2017,7,1,19.0,8,2020,1,8,1977
74151,高知県,魚梁瀬（ヤナセ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,114.0,8,1995,7,21,34.5,8,2020,1,8,1978
74166,高知県,佐川（サカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,86.0,8,1976,9,8,43.5,8,2020,1,27,1976
74182,高知県,高知（コウチ）,47893.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,129.5,8,1998,9,24,36.0,8,1975,1,22,1937
74187,高知県,後免（ゴメン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,119.0,8,1998,9,24,20.0,8,1989,1,7,1978
74188,高知県,南国日章（ナンコクニッショウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,102.0,8,2006,9,6,18.5,8,2015,1,26,2003
74237,高知県,船戸（フナト）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,95.0,8,2009,8,10,52.5,8,2020,1,27,1976
74238,高知県,鳥形山（トリガタヤマ）,,2026,1,8,16,0,0.0,8,0.5,4,6.0,35.0,4.0,,,80.5,8,2017,9,17,34.0,8,2020,1,27,2010
74271,高知県,安芸（アキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,83.0,8,2008,6,29,23.0,8,1982,1,4,1976
74276,高知県,田野（タノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,92.0,8,2018,9,4,29.0,8,1993,1,7,1976
74296,高知県,梼原（ユスハラ）,,2026,1,8,16,0,0.0,8,0.5,4,5.0,53.0,4.0,,,83.0,8,1989,9,19,17.0,8,2015,1,15,1976
74311,高知県,須崎（スサキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,126.0,8,1998,9,24,26.0,8,2015,1,15,1976
74336,高知県,佐喜浜（サキハマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,133.0,8,2005,10,7,104.5,8,2020,1,28,1976
74361,高知県,窪川（クボカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.0,8,2022,7,4,74.5,8,2020,1,27,1976
74372,高知県,室戸岬（ムロトミサキ）,47899.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,149.0,8,2006,11,26,53.0,8,2001,1,7,1925
74381,高知県,江川崎（エカワサキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,80.0,8,2004,8,1,40.0,8,2020,1,27,1977
74391,高知県,大正（タイショウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,88.0,8,2004,9,16,45.0,8,2020,1,27,1976
74436,高知県,佐賀（サガ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.5,8,2019,7,18,64.0,8,2020,1,27,1977
74447,高知県,宿毛（スクモ）,47897.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,108.0,8,2018,7,8,30.5,8,2020,1,27,1943
74456,高知県,中村（ナカムラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,117.0,8,2004,8,2,48.5,8,2020,1,27,1976
74506,高知県,三崎（ミサキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,103.0,8,2015,8,29,20.5,8,2015,1,15,2005
74516,高知県,清水（シミズ）,47898.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,150.0,8,1944,10,17,61.5,8,2001,1,7,1940
81011,山口県,須佐（スサ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,138.5,8,2013,7,28,13.0,8,1987,1,23,1976
81071,山口県,萩（ハギ）,47754.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,109.0,8,1971,8,23,14.0,8,2020,1,23,1949
81116,山口県,油谷（ユヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2015,8,25,13.5,8,2020,1,23,1976
81146,山口県,篠生（シノブ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,48.0,8,2022,9,13,6.0,8,2024,1,20,2021
81151,山口県,徳佐（トクサ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.5,8,2025,9,10,12.0,8,2014,1,26,1976
81167,山口県,羅漢山（ラカンザン）,,2026,1,8,16,0,1.0,8,1.5,4,15.0,34.0,4.0,,,100.0,8,1977,9,3,16.0,8,2020,1,8,1976
81196,山口県,秋吉台（アキヨシダイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.0,8,1977,9,3,15.0,8,1994,1,27,1976
81228,山口県,鹿野（カノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,73.0,8,2012,7,6,16.5,8,2020,1,8,2010
81231,山口県,広瀬（ヒロセ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,67.0,8,1999,9,24,17.0,8,2006,1,14,1976
81266,山口県,豊田（トヨタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,106.5,8,2023,6,30,12.0,8,2020,1,8,1976
81271,山口県,東厚保（ヒガシアツ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.0,8,2023,7,1,15.5,8,2020,1,8,2010
81286,山口県,山口（ヤマグチ）,47784.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,143.0,8,2013,7,28,18.5,8,2008,1,11,1966
81301,山口県,和田（ワダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.5,8,2012,8,11,15.0,8,2006,1,14,1978
81321,山口県,岩国（イワクニ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.0,8,2014,8,6,14.0,8,2020,1,8,1976
81371,山口県,防府（ホウフ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,72.5,8,2009,7,21,16.0,8,2006,1,14,1976
81386,山口県,下松（クダマツ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,86.0,8,2018,7,5,15.0,8,2020,1,8,1976
81397,山口県,玖珂（クガ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,76.0,8,2018,7,7,17.0,8,2020,1,8,1977
81428,山口県,下関（シモノセキ）,47762.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,85.5,8,2024,7,11,14.0,8,1989,1,24,1908
81436,山口県,宇部（ウベ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,64.5,8,2021,8,1,23.5,8,2020,1,8,1976
81481,山口県,柳井（ヤナイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.0,8,2005,7,3,22.0,8,2015,1,15,1976
81486,山口県,安下庄（アゲノショウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,72.0,8,2020,7,8,15.0,8,1982,1,4,1976
82036,福岡県,小呂島（オロノシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,85.5,8,2017,8,16,16.5,8,2020,1,22,2014
82046,福岡県,宗像（ムナカタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,76.5,8,2025,8,10,22.0,8,2020,1,8,1976
82056,福岡県,八幡（ヤハタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,73.0,8,2013,7,3,15.5,8,2020,1,8,1976
82068,福岡県,空港北町（クウコウキタマチ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.5,4,2025,8,10,20.0,8,2020,1,8,2006
82097,福岡県,東谷（ヒガシタニ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.5,8,2015,8,25,26.5,8,2020,1,8,2012
82101,福岡県,行橋（ユクハシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.5,8,2025,8,10,25.5,8,2020,1,8,1976
82136,福岡県,飯塚（イイヅカ）,47809.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,101.0,8,2009,7,24,33.4,8,1950,1,18,1935
82171,福岡県,前原（マエバル）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,147.0,8,1991,9,14,22.0,8,2020,1,8,1976
82182,福岡県,福岡（フクオカ）,47807.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,96.5,8,1997,7,28,22.5,8,1950,1,18,1896
82186,福岡県,博多（ハカタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,116.0,8,2009,7,24,22.0,8,2020,1,8,2003
82191,福岡県,太宰府（ダザイフ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,104.0,8,2003,7,19,20.0,8,2020,1,8,1977
82206,福岡県,添田（ソエダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,98.0,8,1983,7,5,16.5,8,2020,1,8,1976
82241,福岡県,早良脇山（サワラワキヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,88.5,8,2022,8,21,28.5,8,2020,1,8,2010
82261,福岡県,朝倉（アサクラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,129.5,8,2017,7,5,14.5,8,2010,1,20,1976
82272,福岡県,英彦山（ヒコサン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,86.5,8,2012,7,3,19.0,8,1996,1,15,1988
82306,福岡県,久留米（クルメ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,92.5,8,2020,6,27,18.5,8,2020,1,8,1977
82316,福岡県,耳納山（ミノウサン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.5,8,2023,7,10,19.0,8,2020,1,8,1976
82317,福岡県,黒木（クロギ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.5,8,2012,7,14,17.0,8,2020,1,8,1976
82331,福岡県,柳川（ヤナガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.0,8,1999,6,29,16.0,8,2020,1,8,1976
82361,福岡県,大牟田（オオムタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.0,8,1981,6,30,19.0,8,2008,1,11,1976
83021,大分県,国見（クニミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,104.0,8,2004,9,29,14.0,8,2015,1,15,1977
83051,大分県,中津（ナカツ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,57.0,8,2012,7,3,11.0,8,2015,1,15,2011
83061,大分県,豊後高田（ブンゴタカダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,61.5,8,2023,7,10,12.5,8,2015,1,15,1976
83096,大分県,耶馬渓（ヤバケイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.0,8,2012,7,3,12.5,8,2015,1,15,1976
83106,大分県,院内（インナイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.0,8,2022,7,19,14.5,8,2015,1,15,1976
83121,大分県,杵築（キツキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.0,8,2008,9,26,11.5,8,2015,1,15,1978
83126,大分県,武蔵（ムサシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.0,8,2013,7,26,11.5,8,2015,1,15,1976
83137,大分県,日田（ヒタ）,47814.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,117.0,8,2025,8,10,23.5,8,1950,1,18,1942
83191,大分県,玖珠（クス）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,80.0,8,1982,8,9,14.0,8,1989,1,19,1976
83201,大分県,湯布院（ユフイン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,75.5,8,2024,8,29,11.0,8,1989,1,20,1976
83216,大分県,大分（オオイタ）,47815.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.5,8,1993,9,3,14.5,8,2015,1,15,1937
83226,大分県,佐賀関（サガノセキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,84.0,8,1998,10,17,18.0,8,2015,1,15,1976
83242,大分県,椿ヶ鼻（ツバキガハナ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,85.0,8,2012,7,14,17.0,8,2020,1,8,2004
83286,大分県,臼杵（ウスキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,83.0,8,2003,9,11,14.0,8,2015,1,15,1976
83341,大分県,犬飼（イヌカイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.0,8,2014,8,2,10.0,8,2015,1,15,1976
83371,大分県,竹田（タケタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2009,8,10,11.5,8,2015,1,15,1976
83401,大分県,佐伯（サイキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,117.5,8,2020,1,27,117.5,8,2020,1,27,1976
83431,大分県,宇目（ウメ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.5,8,2017,9,17,21.5,8,2015,1,15,1977
83476,大分県,蒲江（カマエ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,122.0,8,2006,9,16,65.5,8,2020,1,27,1976
84012,長崎県,鰐浦（ワニウラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.5,8,2016,9,17,12.5,8,2018,1,16,1995
84072,長崎県,厳原（イヅハラ）,47800.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,116.0,8,2003,7,23,40.0,8,2023,1,13,1904
84076,長崎県,美津島（ミツシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,95.0,8,2022,7,18,21.0,8,2018,1,16,2003
84121,長崎県,芦辺（アシベ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,120.0,8,2017,6,29,31.0,8,1992,1,31,1977
84122,長崎県,石田（イシダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,111.0,8,2009,7,24,16.0,8,2008,1,11,2003
84171,長崎県,平戸（ヒラド）,47805.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,125.5,8,1999,9,2,59.5,8,1972,1,24,1940
84183,長崎県,松浦（マツウラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,84.0,8,2023,9,15,20.0,8,2020,1,8,2011
84266,長崎県,佐世保（サセボ）,47812.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,125.1,8,1967,7,9,35.0,8,1972,1,24,1946
84306,長崎県,西海（サイカイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,82.5,8,2023,9,17,9.5,8,2024,1,10,2021
84341,長崎県,有川（アリカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,120.0,8,2011,10,14,28.5,8,2020,1,23,1977
84361,長崎県,長浦岳（ナガウラダケ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,153.0,8,1982,7,23,24.5,8,2020,1,23,1976
84371,長崎県,大村（オオムラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,94.5,8,2020,7,6,23.5,8,2020,1,8,1976
84441,長崎県,諫早（イサハヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,101.0,8,1999,7,23,28.0,8,2020,1,23,1976
84496,長崎県,長崎（ナガサキ）,47817.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,127.5,8,1982,7,23,41.5,8,1972,1,24,1897
84519,長崎県,雲仙岳（ウンゼンダケ）,47818.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,134.5,8,2015,8,25,30.5,8,2008,1,12,1937
84523,長崎県,島原（シマバラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,97.0,8,2016,6,20,22.0,8,2008,1,12,2006
84536,長崎県,福江（フクエ）,47843.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,113.5,8,1967,7,9,43.0,8,2001,1,7,1962
84537,長崎県,上大津（カミオオヅ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,94.0,8,2003,9,11,27.0,8,2009,1,18,2003
84561,長崎県,口之津（クチノツ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,82.0,8,2017,7,6,32.0,8,2008,1,12,1976
84597,長崎県,脇岬（ワキミサキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,73.5,8,2024,10,19,10.0,8,2023,1,13,2021
85033,佐賀県,唐津（カラツ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.5,8,2024,9,22,19.5,8,2020,1,8,2010
85046,佐賀県,北山（ホクザン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,80.0,8,2010,7,14,22.0,8,2020,1,8,2010
85106,佐賀県,鳥栖（トス）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.5,8,2019,7,21,23.0,8,2020,1,8,2010
